0.000107	0
0.000118	1
0.000119	2
0.000121	3
0.000122	4
0.000123	5
0.000123	6
0.000124	7
0.000125	8
0.000125	9
0.000126	10
0.000126	11
0.000127	12
0.000127	13
0.000128	14
0.000128	15
0.000128	16
0.000129	17
0.000129	18
0.000129	19
0.00013	20
0.00013	21
0.00013	22
0.000131	23
0.000131	24
0.000131	25
0.000131	26
0.000132	27
0.000132	28
0.000132	29
0.000132	30
0.000133	31
0.000133	32
0.000133	33
0.000133	34
0.000133	35
0.000134	36
0.000134	37
0.000134	38
0.000134	39
0.000135	40
0.000135	41
0.000135	42
0.000135	43
0.000135	44
0.000136	45
0.000136	46
0.000136	47
0.000136	48
0.000137	49
0.000137	50
0.000137	51
0.000137	52
0.000137	53
0.000138	54
0.000138	55
0.000138	56
0.000139	57
0.000139	58
0.000139	59
0.000139	60
0.00014	61
0.00014	62
0.00014	63
0.000141	64
0.000141	65
0.000141	66
0.000142	67
0.000142	68
0.000143	69
0.000143	70
0.000144	71
0.000144	72
0.000145	73
0.000146	74
0.000146	75
0.000147	76
0.000148	77
0.00015	78
0.000151	79
0.000152	80
0.000154	81
0.000156	82
0.000158	83
0.00016	84
0.000163	85
0.000166	86
0.000171	87
0.000177	88
0.000185	89
0.000196	90
0.00021	91
0.000227	92
0.000247	93
0.000282	94
0.000382	95
0.000474	96
0.000514	97
0.000563	98
0.00067	99
