0.000116	0
0.000131	1
0.000132	2
0.000133	3
0.000133	4
0.000134	5
0.000134	6
0.000135	7
0.000135	8
0.000135	9
0.000135	10
0.000136	11
0.000136	12
0.000136	13
0.000137	14
0.000137	15
0.000137	16
0.000137	17
0.000137	18
0.000138	19
0.000138	20
0.000138	21
0.000138	22
0.000138	23
0.000139	24
0.000139	25
0.000139	26
0.000139	27
0.000139	28
0.00014	29
0.00014	30
0.00014	31
0.00014	32
0.00014	33
0.000141	34
0.000141	35
0.000141	36
0.000141	37
0.000141	38
0.000142	39
0.000142	40
0.000142	41
0.000142	42
0.000142	43
0.000143	44
0.000143	45
0.000143	46
0.000143	47
0.000144	48
0.000144	49
0.000144	50
0.000144	51
0.000145	52
0.000145	53
0.000145	54
0.000146	55
0.000146	56
0.000146	57
0.000147	58
0.000147	59
0.000148	60
0.000148	61
0.000149	62
0.000149	63
0.00015	64
0.000151	65
0.000151	66
0.000152	67
0.000153	68
0.000153	69
0.000154	70
0.000155	71
0.000156	72
0.000157	73
0.000157	74
0.000158	75
0.000159	76
0.000161	77
0.000162	78
0.000163	79
0.000165	80
0.000167	81
0.000169	82
0.000171	83
0.000174	84
0.000177	85
0.000181	86
0.000186	87
0.000192	88
0.000199	89
0.00021	90
0.000222	91
0.000239	92
0.00026	93
0.000303	94
0.00043	95
0.000504	96
0.000569	97
0.000651	98
0.000769	99
