0.000874	0
0.000942	1
0.000949	2
0.000954	3
0.000959	4
0.000963	5
0.000967	6
0.00097	7
0.000972	8
0.000975	9
0.000977	10
0.000979	11
0.000981	12
0.000984	13
0.000986	14
0.000988	15
0.000989	16
0.000991	17
0.000993	18
0.000995	19
0.000996	20
0.000998	21
0.001	22
0.001001	23
0.001003	24
0.001004	25
0.001006	26
0.001007	27
0.001008	28
0.00101	29
0.001011	30
0.001013	31
0.001014	32
0.001015	33
0.001017	34
0.001018	35
0.00102	36
0.001021	37
0.001022	38
0.001024	39
0.001025	40
0.001027	41
0.001028	42
0.00103	43
0.001031	44
0.001033	45
0.001035	46
0.001036	47
0.001038	48
0.00104	49
0.001042	50
0.001044	51
0.001046	52
0.001048	53
0.00105	54
0.001052	55
0.001054	56
0.001056	57
0.001058	58
0.001061	59
0.001063	60
0.001066	61
0.001069	62
0.001071	63
0.001075	64
0.001078	65
0.001081	66
0.001085	67
0.001089	68
0.001094	69
0.001099	70
0.001105	71
0.001112	72
0.00112	73
0.001129	74
0.001139	75
0.001151	76
0.001164	77
0.001179	78
0.001197	79
0.001216	80
0.001236	81
0.001258	82
0.00128	83
0.001304	84
0.00133	85
0.00136	86
0.001395	87
0.001435	88
0.001486	89
0.001557	90
0.001649	91
0.001786	92
0.002031	93
0.002463	94
0.003078	95
0.003873	96
0.005358	97
0.011589	98
0.014372	99
